client_code;installment;first_amount_spent;number_of_products;Y;center;age51_89;age36_50;dim_big;dim_medium;age15_35;sex;north;south_and_islands;dim_small
94570167;0;860000;2;0;0;0;1;0;1;0;1;1;0;0
94570477;1;3700000;3;0;0;0;0;0;1;1;0;1;0;0
94570566;1;3700000;5;1;0;0;0;0;1;1;1;1;0;0
94572380;0;3700000;4;1;0;0;1;0;1;0;1;1;0;0
94572445;1;3700000;4;0;0;0;1;1;0;0;1;1;0;0
94572593;0;545000;1;0;0;0;1;0;1;0;0;1;0;0
94575789;0;510000;1;0;1;0;0;0;1;1;0;0;0;0
94575851;0;575000;2;0;1;0;0;0;1;1;1;0;0;0
94576602;0;650000;1;0;0;1;0;0;1;0;1;0;1;0
94578540;0;710000;1;0;0;0;0;0;1;1;1;0;1;0
94578974;0;1420000;2;0;0;1;0;0;1;0;1;0;1;0
94582440;0;586000;1;0;0;0;0;0;1;1;0;0;1;0
94584443;0;510000;1;0;0;0;0;0;1;1;0;0;1;0
94584567;0;1710000;3;0;0;0;0;1;0;1;1;0;1;0
94587515;0;586000;1;0;0;1;0;0;1;0;1;0;1;0
94589216;0;584000;2;0;0;1;0;0;1;0;1;0;1;0
94589968;0;3700000;5;1;0;0;1;0;1;0;1;0;1;0
94590362;0;3700000;5;1;0;0;1;0;1;0;0;0;1;0
94592799;1;650000;1;0;0;0;1;0;1;0;1;1;0;0
94593574;0;600000;1;0;0;0;0;0;0;1;0;1;0;1
94594236;0;710000;1;0;0;0;0;0;0;1;0;1;0;1
9459791E;0;410000;2;0;0;0;1;0;1;0;1;1;0;0
94598878;1;3700000;3;1;0;0;0;0;1;1;1;1;0;0
94600333;0;930000;2;1;0;0;1;0;1;0;0;1;0;0
9460066E;0;1070000;2;1;0;0;1;0;1;0;1;1;0;0
94601631;0;674000;1;0;0;0;0;0;1;1;1;0;1;0
94601836;1;3700000;5;1;1;0;1;0;1;0;0;0;0;0
94601968;1;3700000;5;0;1;0;1;0;1;0;1;0;0;0
94601992;1;3700000;5;0;1;1;0;0;1;0;0;0;0;0
94602069;0;3700000;3;0;1;0;1;0;1;0;1;0;0;0
94605343;0;510000;1;0;0;0;1;0;1;0;1;0;1;0
94606013;1;670000;1;0;0;0;0;1;0;1;0;0;1;0
94606498;0;670000;1;0;0;1;0;1;0;0;1;0;1;0
94606986;0;750000;2;0;1;0;1;1;0;0;1;0;0;0
94608954;0;534000;1;0;0;0;0;0;1;1;1;0;1;0
94614067;0;489000;1;0;1;0;1;1;0;0;0;0;0;0
94614350;1;3700000;5;1;1;0;0;0;1;1;1;0;0;0
94615527;0;772000;1;0;1;0;1;0;1;0;1;0;0;0
94615667;0;435000;2;0;1;0;0;0;1;1;0;0;0;0
94616248;1;290000;1;1;1;0;1;0;1;0;0;0;0;0
94626731;0;534000;2;0;0;0;0;0;1;1;1;1;0;0
94627509;0;650000;1;0;0;1;0;0;1;0;1;1;0;0
94628637;0;1810000;3;0;0;0;1;0;1;0;1;1;0;0
94630607;0;1476711;1;0;0;1;0;0;1;0;0;0;1;0
94636575;0;750000;2;0;0;0;0;0;1;1;1;1;0;0
94637377;0;1183000;2;0;0;0;1;0;1;0;1;1;0;0
94637849;0;480000;2;0;0;0;1;0;1;0;0;1;0;0
94650365;0;485000;2;0;0;0;0;0;1;1;1;1;0;0
94652260;0;3700000;3;0;0;0;1;0;1;0;1;0;1;0
94652961;0;670000;1;0;0;0;0;0;1;1;1;0;1;0
94653372;0;510000;1;0;0;0;0;0;1;1;1;0;1;0
94655472;0;800000;1;1;0;0;0;0;0;1;0;1;0;1
9465574E;0;670000;1;0;0;0;0;0;0;1;0;1;0;1
94658277;0;3700000;4;0;0;0;1;0;0;0;0;1;0;1
94659125;0;575000;1;0;0;1;0;0;0;0;1;1;0;1
94660417;0;670000;1;0;0;1;0;0;1;0;1;0;1;0
94660573;1;3700000;5;0;0;0;1;0;1;0;1;0;1;0
94661006;0;1070000;2;1;0;0;0;0;1;1;0;0;1;0
94661154;0;860000;2;0;0;0;0;0;1;1;0;0;1;0
94664269;0;890000;3;0;0;0;1;0;1;0;1;1;0;0
94664323;0;525000;1;0;0;0;1;0;1;0;1;1;0;0
9466501E;0;660000;1;0;0;1;0;0;1;0;1;1;0;0
94671699;0;740000;1;0;0;0;0;0;1;1;0;1;0;0
94675406;0;670000;1;0;0;0;1;0;1;0;0;1;0;0
94678200;0;1150000;2;0;1;0;1;0;0;0;0;0;0;1
94678464;0;920000;3;0;1;0;1;0;0;0;1;0;0;1
94682399;0;1050000;1;0;1;0;1;0;1;0;0;0;0;0
94683840;0;406000;2;0;1;0;0;0;1;1;0;0;0;0
94683883;0;594000;1;0;1;0;1;0;0;0;1;0;0;1
94685819;1;584000;2;0;0;1;0;1;0;0;1;1;0;0
94694397;0;670000;1;0;0;0;0;0;0;1;0;0;1;1
94694656;1;960000;2;1;0;0;0;1;0;1;1;0;1;0
9469530E;0;336000;1;0;0;0;1;0;0;0;0;0;1;1
94696144;0;336000;2;0;0;0;1;1;0;0;0;0;1;0
94697043;0;3700000;5;0;0;0;1;1;0;0;1;0;1;0
94697272;0;700000;2;1;0;0;1;1;0;0;1;0;1;0
94698171;0;812000;1;0;0;1;0;1;0;0;1;0;1;0
94699437;0;150000;1;0;0;0;0;1;0;1;1;0;1;0
9470659E;0;790000;2;0;0;0;0;0;1;1;1;1;0;0
94708150;1;3700000;5;1;0;1;0;0;1;0;1;1;0;0
94712107;1;3700000;4;1;0;1;0;0;1;0;1;1;0;0
94713332;0;510000;1;0;0;1;0;0;1;0;0;0;1;0
94715203;0;300000;2;0;0;0;1;0;1;0;0;0;1;0
94715939;0;630000;2;0;0;0;0;0;1;1;1;0;1;0
9471634E;0;1090000;1;0;0;0;0;0;1;1;0;0;1;0
94716846;1;1050000;1;1;0;0;0;0;1;1;1;0;1;0
94717052;0;3700000;4;1;0;0;0;0;1;1;0;0;1;0
94717346;0;510000;1;0;1;0;1;0;0;0;1;0;0;1
94717435;0;960000;2;1;1;0;0;0;0;1;1;0;0;1
94717540;0;150000;1;0;1;1;0;0;1;0;0;0;0;0
94718199;0;735000;7;0;1;0;0;0;1;1;1;0;0;0
94718350;1;630000;2;1;1;1;0;0;0;0;1;0;0;1
94719608;0;1370000;2;1;0;1;0;0;1;0;1;0;1;0
94719632;0;3700000;5;0;0;0;1;0;1;0;1;0;1;0
94720711;0;150000;1;0;0;0;1;0;1;0;0;0;1;0
94721475;0;290000;1;0;0;0;1;0;1;0;1;0;1;0
94722935;0;525000;1;0;0;0;1;0;1;0;1;0;1;0
94723850;0;580000;1;0;0;1;0;0;1;0;0;0;1;0
94724946;0;3700000;5;0;0;0;0;1;0;1;1;0;1;0
94725187;1;1758000;2;0;0;0;1;1;0;0;0;0;1;0
94725276;0;2200000;4;0;0;0;1;1;0;0;1;0;1;0
94726787;0;510000;1;0;0;0;1;1;0;0;1;0;1;0
94730423;0;470000;1;0;1;0;1;0;1;0;0;0;0;0
94730644;0;1080350;2;0;1;0;0;0;1;1;0;0;0;0
94732779;1;664000;1;1;0;0;0;0;0;1;0;1;0;1
94733414;0;525000;1;0;0;0;1;0;0;0;1;1;0;1
94741166;0;650000;1;0;1;0;1;1;0;0;1;0;0;0
94742952;0;630000;2;0;1;0;1;1;0;0;1;0;0;0
94750815;0;3700000;5;0;0;0;1;1;0;0;1;0;1;0
94758271;1;3700000;4;1;0;1;0;1;0;0;0;0;1;0
94760381;0;617000;1;0;0;0;1;0;1;0;1;0;1;0
94763070;0;3700000;5;0;0;0;1;0;1;0;0;0;1;0
94768188;1;400000;1;0;0;0;0;0;0;1;0;1;0;1
94772843;0;740000;3;0;0;0;0;0;1;1;1;1;0;0
94773769;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
94774153;1;3700000;4;1;0;0;0;0;1;1;1;1;0;0
94774676;1;553000;3;1;0;0;0;0;1;1;0;1;0;0
94775265;0;960000;2;0;0;0;0;0;1;1;1;1;0;0
94775656;0;780000;1;0;0;0;0;0;1;1;0;1;0;0
94775990;1;770000;2;1;0;0;0;0;1;1;0;1;0;0
94778027;0;740000;3;0;0;1;0;0;1;0;1;1;0;0
94778264;0;690000;2;0;0;1;0;0;1;0;1;1;0;0
94778612;0;553000;3;0;0;0;0;0;1;1;0;1;0;0
9477871E;1;800000;2;1;0;0;0;0;1;1;0;1;0;0
94779112;0;3700000;5;1;1;0;1;1;0;0;1;0;0;0
94783918;0;330000;2;0;0;0;1;1;0;0;1;0;1;0
94785228;0;700000;2;0;0;0;1;1;0;0;1;0;1;0
94786550;1;3700000;4;0;0;1;0;1;0;0;0;0;1;0
94788731;0;490000;2;0;0;0;1;1;0;0;1;0;1;0
94789010;0;618000;1;0;0;1;0;1;0;0;1;0;1;0
94789789;0;910000;1;0;0;1;0;1;0;0;1;0;1;0
9479023E;0;525000;1;0;0;0;1;1;0;0;1;0;1;0
94790728;0;3500000;4;1;0;1;0;1;0;0;1;0;1;0
94791503;0;690000;1;0;0;1;0;1;0;0;0;0;1;0
94795029;1;720000;1;0;1;0;0;1;0;1;1;0;0;0
94796718;0;3700000;5;1;1;0;1;1;0;0;1;0;0;0
94799415;1;710000;1;0;1;0;0;1;0;1;0;0;0;0
94800227;0;710000;1;1;1;0;1;1;0;0;0;0;0;0
94802432;0;3700000;4;0;1;0;1;1;0;0;0;0;0;0
94802475;0;490000;2;0;1;1;0;1;0;0;1;0;0;0
94809429;0;700000;2;0;0;1;0;0;0;0;1;0;1;1
94812446;0;1620000;3;0;0;0;0;0;1;1;1;0;1;0
94814945;0;300000;2;0;0;1;0;0;1;0;1;0;1;0
9481497E;0;320000;1;0;0;0;0;0;0;1;1;0;1;1
94817510;0;960000;2;0;0;0;0;0;0;1;1;1;0;1
94818371;0;575000;1;0;1;0;0;0;0;1;1;0;0;1
94821720;0;584000;2;1;1;0;1;0;0;0;1;0;0;1
94822506;0;525000;1;0;0;0;0;0;1;1;1;0;1;0
9482780E;0;3700000;3;1;0;0;1;0;1;0;1;1;0;0
94830363;0;670000;1;0;0;0;0;1;0;1;1;0;1;0
94831297;0;630000;3;0;0;0;1;0;1;0;0;1;0;0
94832862;0;1328000;2;0;1;0;1;1;0;0;0;0;0;0
94833087;0;670000;1;1;1;0;0;0;0;1;0;0;0;1
94836647;0;420000;3;1;0;1;0;0;0;0;1;1;0;1
94841993;1;3700000;3;0;0;0;1;0;0;0;1;1;0;1
94848335;0;3700000;5;0;0;0;1;0;1;0;1;0;1;0
94852596;0;646000;2;0;1;0;1;0;0;0;0;0;0;1
94856761;0;780000;1;0;0;1;0;0;1;0;0;0;1;0
9491060E;0;860000;2;0;1;0;1;0;1;0;0;0;0;0
94910804;0;3700000;5;1;0;0;1;0;1;0;1;0;1;0
94912238;0;750000;2;0;0;0;0;0;0;1;1;0;1;1
94913749;0;1320000;2;0;0;0;1;0;0;0;1;1;0;1
94916381;1;1195000;2;1;0;0;0;0;1;1;1;0;1;0
94919712;1;1195000;2;0;0;0;0;0;1;1;1;0;1;0
94919739;0;630000;3;0;0;0;1;0;1;0;1;0;1;0
94920710;0;1933000;2;0;0;0;1;0;0;0;1;1;0;1
94921385;0;650000;1;0;0;0;1;0;1;0;0;0;1;0
94923000;0;3700000;4;1;0;0;1;0;0;0;1;1;0;1
94924368;0;3600000;5;1;1;0;1;0;0;0;0;0;0;1
94924961;0;300000;2;1;1;0;0;0;1;1;1;0;0;0
94936250;0;860000;2;0;0;0;0;0;0;1;0;1;0;1
94936579;1;846000;2;0;0;0;1;0;0;0;0;1;0;1
94937826;0;660000;1;0;0;1;0;0;0;0;1;0;1;1
95000100;0;660000;1;0;0;0;0;0;0;1;1;1;0;1
95003002;0;525000;1;0;0;0;1;0;1;0;0;1;0;0
95003258;0;710000;1;0;0;0;1;0;1;0;1;1;0;0
95004882;0;700000;2;0;1;0;1;0;1;0;0;0;0;0
95005110;0;1600000;1;0;1;0;0;0;1;1;1;0;0;0
95005676;0;690000;1;0;1;1;0;0;1;0;1;0;0;0
95006974;0;316000;2;0;1;0;1;0;1;0;0;0;0;0
95007067;0;449000;2;0;1;0;0;0;1;1;0;0;0;0
95009396;1;3700000;3;1;0;0;1;1;0;0;0;0;1;0
9500971E;0;650000;2;0;0;0;0;1;0;1;1;0;1;0
95009957;0;400000;1;0;0;0;1;1;0;0;1;0;1;0
9501084E;0;400000;1;0;0;1;0;0;1;0;0;0;1;0
95011307;0;334000;3;0;0;1;0;1;0;0;1;0;1;0
95012028;0;3500000;4;1;0;1;0;1;0;0;1;0;1;0
95012052;0;800000;1;0;0;0;0;1;0;1;1;0;1;0
95012427;0;180000;1;0;0;0;1;1;0;0;1;0;1;0
9501263E;0;290000;1;0;0;0;1;1;0;0;1;0;1;0
95013954;0;640000;2;0;0;0;0;1;0;1;1;0;1;0
95014950;0;3500000;4;0;0;0;1;1;0;0;1;0;1;0
95018123;0;740000;3;0;0;1;0;1;0;0;1;0;1;0
9501828E;1;890000;1;0;0;0;0;1;0;1;0;0;1;0
95019960;0;546000;2;0;0;1;0;0;1;0;1;1;0;0
95024573;0;710000;1;0;0;0;0;0;1;1;1;1;0;0
95026703;0;290000;3;0;0;1;0;0;1;0;1;1;0;0
95027246;1;3700000;4;0;0;0;1;0;1;0;1;1;0;0
95029036;0;660000;1;0;0;0;0;0;1;1;1;0;1;0
95029214;1;3700000;5;1;0;0;1;0;1;0;1;0;1;0
9503479E;0;320000;1;0;0;0;1;1;0;0;0;0;1;0
9503546E;0;650000;2;0;0;0;1;1;0;0;0;0;1;0
95036296;0;545000;1;0;0;0;1;1;0;0;1;0;1;0
95036652;0;150000;1;0;0;0;1;1;0;0;1;0;1;0
9504048E;1;640000;2;0;0;0;0;0;0;1;1;0;1;1
95041788;0;525000;1;0;0;0;1;1;0;0;0;0;1;0
95043322;1;3700000;5;0;0;0;1;0;1;0;1;0;1;0
95043799;0;640000;2;0;0;0;1;1;0;0;0;0;1;0
95045392;0;3700000;4;0;0;1;0;1;0;0;1;0;1;0
95047034;0;400000;1;0;1;1;0;1;0;0;1;0;0;0
9504728E;0;660000;2;0;1;0;0;1;0;1;1;0;0;0
95048707;0;660000;2;0;1;0;1;1;0;0;1;0;0;0
95048855;0;545000;1;0;1;1;0;1;0;0;1;0;0;0
9505085E;0;690000;1;0;1;1;0;1;0;0;1;0;0;0
95051384;0;690000;1;0;1;0;0;1;0;1;1;0;0;0
95053298;0;910000;1;0;1;1;0;1;0;0;1;0;0;0
95053999;0;664000;1;0;1;1;0;1;0;0;1;0;0;0
95054286;0;710000;1;0;1;0;1;1;0;0;0;0;0;0
95054820;0;490000;2;0;1;1;0;1;0;0;1;0;0;0
95057102;0;290000;1;0;0;0;1;0;1;0;1;1;0;0
95057293;1;290000;1;1;0;1;0;0;1;0;0;1;0;0
95057358;1;1526000;2;1;0;1;0;0;1;0;0;1;0;0
9506009E;1;930000;2;1;0;0;1;0;0;0;0;1;0;1
95062823;0;630000;2;0;1;1;0;0;0;0;1;0;0;1
95064079;0;720000;1;0;1;0;0;1;0;1;1;0;0;0
95064567;0;1050000;3;1;0;0;0;0;0;1;0;1;0;1
95065199;0;930000;2;1;0;0;1;0;1;0;1;1;0;0
95067051;0;3700000;4;0;0;0;1;0;0;0;1;1;0;1
95067744;0;400000;1;0;1;0;0;0;1;1;1;0;0;0
95068929;0;400000;1;0;0;0;0;0;0;1;0;0;1;1
95071032;1;3700000;4;1;0;0;1;0;0;0;1;0;1;1
95072829;0;720000;1;0;0;0;0;0;1;1;1;0;1;0
95074376;0;120000;1;0;0;0;0;0;1;1;1;0;1;0
95074414;0;775000;1;0;1;1;0;1;0;0;0;0;0;0
95074686;1;490000;2;1;0;1;0;0;1;0;0;1;0;0
95075755;0;630000;2;0;0;0;0;0;1;1;1;0;1;0
95077456;0;930000;2;0;0;0;0;0;1;1;0;1;0;0
95077499;0;700000;2;0;0;0;0;0;1;1;0;0;1;0
95078509;0;3700000;4;0;1;0;1;1;0;0;1;0;0;0
95078819;0;630000;2;0;0;0;1;0;1;0;1;1;0;0
9508357E;0;3700000;4;0;0;0;1;0;1;0;1;0;1;0
95084231;0;340000;1;0;0;1;0;1;0;0;1;0;1;0
95084649;0;880000;1;0;0;0;1;1;0;0;1;0;1;0
95085394;0;710000;1;0;0;0;1;1;0;0;0;0;1;0
95086404;0;3700000;4;0;0;0;1;1;0;0;1;0;1;0
95087141;0;3700000;4;0;0;0;1;1;0;0;1;0;1;0
95087478;0;316000;2;0;0;1;0;1;0;0;0;0;1;0
95087621;1;316000;2;1;0;0;0;1;0;1;0;0;1;0
95089381;0;290000;1;0;0;1;0;1;0;0;1;0;1;0
95090282;0;720000;1;0;1;0;1;0;0;0;1;0;0;1
95091505;0;690000;1;1;0;0;1;0;0;0;0;1;0;1
95095942;0;853000;2;0;1;0;1;0;1;0;1;0;0;0
9509668E;1;960000;2;1;1;0;1;0;1;0;1;0;0;0
95098844;0;3700000;4;1;1;0;1;0;1;0;1;0;0;0
9510030E;1;930000;2;1;1;1;0;0;1;0;1;0;0;0
95102809;0;3700000;4;1;1;0;0;0;0;1;1;0;0;1
95104798;1;3700000;4;1;1;0;1;0;1;0;1;0;0;0
9510531E;1;3700000;5;1;1;0;1;0;1;0;0;0;0;0
95106685;0;3700000;3;1;1;0;1;0;1;0;1;0;0;0
95106839;0;725000;1;0;1;0;1;0;1;0;1;0;0;0
95107193;0;910000;1;0;1;0;1;0;1;0;1;0;0;0
95111999;0;3700000;4;1;0;1;0;0;1;0;1;0;1;0
95112715;0;3700000;4;1;0;0;1;0;1;0;1;0;1;0
95112839;0;240000;1;0;0;0;1;0;0;0;0;0;1;1
95115374;0;720000;1;0;1;0;1;0;1;0;1;0;0;0
95116907;0;710000;1;0;1;0;1;0;1;0;1;0;0;0
9512036E;0;320000;1;1;0;1;0;0;0;0;0;0;1;1
9512070E;0;2225000;1;0;0;0;0;0;0;1;0;0;1;1
95122354;1;3700000;4;1;0;0;1;0;1;0;1;0;1;0
95124624;0;290000;1;0;0;0;0;0;1;1;1;0;1;0
95126325;0;525000;1;1;0;0;1;0;1;0;1;0;1;0
95126643;1;3700000;5;0;0;0;1;0;1;0;1;0;1;0
95128727;0;5100000;5;1;0;0;1;0;1;0;1;1;0;0
9512876E;0;664000;1;0;0;0;0;0;1;1;1;1;0;0
95130144;0;770000;2;0;0;0;0;0;1;1;1;1;0;0
95133003;0;1046000;3;0;0;1;0;0;1;0;0;1;0;0
95136983;1;3700000;5;1;0;0;1;0;1;0;1;1;0;0
95138633;0;910000;1;0;0;0;1;0;0;0;1;0;1;1
95140395;1;3700000;4;0;0;0;1;0;0;0;1;0;1;1
95141057;1;805000;1;1;0;0;0;0;0;1;1;0;1;1
95142592;0;690000;1;0;0;0;0;0;1;1;1;1;0;0
95144072;0;449000;2;1;0;0;0;0;1;1;1;1;0;0
95144277;0;410000;2;0;0;1;0;0;1;0;1;1;0;0
95144765;0;435000;2;0;0;1;0;0;1;0;1;1;0;0
95144889;0;536000;2;0;0;0;1;0;1;0;1;1;0;0
95144900;0;617000;1;1;0;0;1;0;1;0;1;1;0;0
9514529E;0;316000;2;0;0;0;0;0;1;1;0;1;0;0
95145303;0;617000;1;0;0;0;1;0;1;0;1;1;0;0
95146334;0;380000;1;1;0;0;0;0;1;1;0;1;0;0
95147950;1;580000;2;1;0;0;1;0;0;0;1;0;1;1
95158278;0;660000;2;0;0;0;1;1;0;0;1;1;0;0
95158340;0;1070000;3;0;0;0;0;1;0;1;1;1;0;0
95158421;0;790000;2;0;0;0;1;1;0;0;0;1;0;0
9515907E;1;1070000;2;1;0;0;0;1;0;1;0;1;0;0
95159614;0;545000;1;1;0;0;0;1;0;1;1;1;0;0
95160523;0;470000;1;0;0;1;0;1;0;0;0;1;0;0
95160833;0;970000;2;1;0;0;0;1;0;1;1;1;0;0
95161945;0;525000;1;0;0;0;1;1;0;0;0;1;0;0
95162925;0;725000;2;0;1;1;0;1;0;0;0;0;0;0
95163506;0;545000;1;0;1;1;0;1;0;0;1;0;0;0
95166076;0;525000;1;0;1;0;1;1;0;0;1;0;0;0
95166904;0;525000;1;1;1;0;1;1;0;0;1;0;0;0
95166920;0;280000;1;0;1;0;1;1;0;0;1;0;0;0
95168095;0;1115000;1;1;1;1;0;1;0;0;0;0;0;0
95168206;0;3700000;4;0;1;0;0;1;0;1;0;0;0;0
95168923;0;3700000;5;1;1;0;1;1;0;0;0;0;0;0
95169164;0;530000;1;0;1;0;1;1;0;0;0;0;0;0
95169466;1;3700000;4;1;1;0;1;1;0;0;1;0;0;0
95169741;0;487000;2;0;1;0;0;1;0;1;1;0;0;0
95169822;0;290000;1;0;1;0;1;1;0;0;1;0;0;0
9517012E;0;536000;2;0;1;0;0;1;0;1;1;0;0;0
95171878;0;796000;1;1;1;0;0;1;0;1;1;0;0;0
95172327;0;1070000;2;0;1;1;0;0;0;0;0;0;0;1
95172696;0;150000;1;0;1;0;1;0;0;0;1;0;0;1
95173811;0;973000;1;0;1;0;1;0;0;0;1;0;0;1
95177043;0;770000;2;0;0;0;0;0;0;1;0;1;0;1
95182055;0;700000;2;0;1;0;0;0;1;1;1;0;0;0
95185704;0;582000;1;0;1;0;1;0;1;0;0;0;0;0
95186085;0;3700000;4;1;1;0;1;0;1;0;0;0;0;0
95186980;0;545000;1;1;1;1;0;0;1;0;1;0;0;0
95192123;0;490000;2;0;1;0;0;0;1;1;0;0;0;0
95192638;1;3700000;4;1;1;0;1;0;1;0;1;0;0;0
95193928;1;436000;1;1;1;0;1;0;1;0;0;0;0;0
9519729E;0;575000;2;0;0;0;1;0;0;0;1;0;1;1
95200010;0;4290000;6;0;0;0;1;0;0;0;0;0;1;1
95200886;1;3700000;4;0;0;1;0;0;1;0;1;0;1;0
95203184;0;1150000;3;1;1;0;1;0;1;0;1;0;0;0
95204520;1;640000;2;0;1;0;1;0;1;0;1;0;0;0
95205667;0;490000;2;0;1;0;0;0;1;1;0;0;0;0
95205837;0;800000;1;0;1;1;0;0;1;0;1;0;0;0
95213023;1;532000;1;0;1;1;0;0;0;0;1;0;0;1
95215689;0;162500;1;0;1;0;1;0;0;0;0;0;0;1
95218548;0;970000;2;0;0;0;1;0;1;0;1;1;0;0
95218572;0;545000;1;0;0;0;0;0;1;1;1;1;0;0
9521920E;0;1105000;2;0;0;0;1;0;1;0;0;1;0;0
95219455;0;710000;1;0;0;0;0;0;1;1;1;1;0;0
9521982E;1;3700000;5;1;0;0;1;0;1;0;0;1;0;0
95220747;0;836000;4;0;0;0;0;0;1;1;0;1;0;0
95222448;1;3700000;5;1;0;0;0;0;1;1;1;1;0;0
95223851;1;3700000;5;1;0;0;1;0;1;0;1;0;1;0
95224300;0;3700000;5;1;0;0;0;0;1;1;1;0;1;0
95224688;0;1372000;1;0;0;0;0;0;1;1;0;0;1;0
95225145;0;3700000;5;0;0;0;1;0;1;0;1;0;1;0
95230432;0;430000;2;0;1;0;0;0;1;1;0;0;0;0
95230556;1;3700000;4;1;1;0;1;0;1;0;1;0;0;0
95231439;1;970000;2;0;1;0;1;0;1;0;1;0;0;0
95234314;0;3700000;3;1;1;0;1;0;1;0;1;0;0;0
95234500;0;3700000;4;0;1;1;0;0;1;0;0;0;0;0
95234632;0;3700000;4;0;1;0;0;0;1;1;0;0;0;0
95235620;1;3700000;4;0;1;0;1;0;1;0;1;0;0;0
9523828E;1;553000;3;0;1;1;0;0;1;0;0;0;0;0
9523831E;1;3700000;4;1;1;0;1;0;1;0;1;0;0;0
95238506;1;805000;1;1;1;0;0;0;1;1;0;0;0;0
95238670;1;3700000;4;0;1;0;1;0;1;0;1;0;0;0
95238948;1;3700000;5;1;1;0;0;0;1;1;0;0;0;0
95240047;0;720000;1;0;0;1;0;0;1;0;1;1;0;0
95248773;0;1235000;2;0;0;0;0;0;1;1;0;1;0;0
9524879E;0;700000;2;0;0;0;1;0;1;0;1;1;0;0
95249052;0;3700000;5;1;0;0;1;0;1;0;1;1;0;0
95250220;0;525000;1;0;0;0;1;0;1;0;1;1;0;0
95250328;1;618000;1;0;0;0;0;0;1;1;1;1;0;0
95252177;1;1117000;2;1;0;0;0;0;1;1;0;1;0;0
95253777;1;545000;1;0;0;0;1;0;0;0;1;0;1;1
95254846;1;316000;2;0;0;0;0;0;0;1;0;0;1;1
95259163;0;3700000;5;0;0;1;0;0;1;0;1;0;1;0
9525966E;0;430000;2;0;0;0;1;0;0;0;0;0;1;1
95259775;0;700000;2;1;0;0;0;0;1;1;0;0;1;0
95260978;1;4459000;5;1;0;0;1;0;0;0;1;0;1;1
95266666;1;3700000;3;1;0;0;1;0;1;0;0;0;1;0
95267530;0;3700000;4;1;0;0;1;0;0;0;1;0;1;1
9526759E;1;3700000;4;1;0;0;0;0;0;1;0;0;1;1
95268162;1;1970000;1;0;0;0;0;0;1;1;1;0;1;0
95269037;0;710000;1;0;0;0;0;0;1;1;1;1;0;0
95269118;0;580000;2;0;0;0;1;0;1;0;0;1;0;0
95271287;1;3700000;4;1;0;0;0;0;1;1;1;0;1;0
95271422;0;525000;1;0;0;0;1;0;1;0;0;0;1;0
95271619;0;710000;1;0;0;0;0;0;1;1;0;0;1;0
95271627;0;710000;1;0;0;0;0;0;1;1;0;0;1;0
95276742;0;772000;1;1;0;0;0;0;1;1;1;0;1;0
95277528;0;580000;2;0;0;1;0;0;1;0;0;0;1;0
95278893;0;582000;1;0;0;0;1;0;0;0;0;0;1;1
95279199;1;3700000;4;1;0;0;0;0;1;1;1;0;1;0
95279334;1;3700000;4;0;0;0;1;0;1;0;1;0;1;0
95282017;1;3700000;4;1;0;0;1;0;1;0;1;0;1;0
95283269;0;290000;1;0;0;1;0;0;1;0;0;0;1;0
95284117;0;690000;1;0;0;0;0;0;1;1;1;0;1;0
95284249;1;3700000;5;0;0;0;0;0;1;1;1;0;1;0
95284400;0;291000;1;0;0;0;1;0;1;0;1;0;1;0
95286195;1;1420000;3;1;1;0;1;0;1;0;0;0;0;0
9528740E;0;3700000;4;1;1;0;1;0;0;0;1;0;0;1
95291660;0;821000;1;0;1;1;0;0;1;0;1;0;0;0
95291938;0;580000;1;0;1;0;0;0;1;1;1;0;0;0
95291997;0;1090000;3;1;1;0;1;0;1;0;1;0;0;0
95295216;0;363000;1;0;1;0;1;0;1;0;1;0;0;0
95296565;0;700000;2;0;1;0;0;1;0;1;1;0;0;0
95297138;1;772000;1;1;0;0;1;0;1;0;1;0;1;0
95299270;0;1374000;2;0;0;0;0;0;1;1;0;0;1;0
95300333;0;780000;1;1;0;0;1;0;1;0;1;0;1;0
95300341;1;973000;1;0;0;0;1;0;1;0;1;0;1;0
95300813;1;3700000;4;1;0;0;0;0;1;1;1;0;1;0
95301615;0;617000;1;0;0;1;0;0;1;0;0;0;1;0
95301674;0;435000;2;0;0;0;1;0;1;0;0;0;1;0
95301941;1;700000;2;1;0;0;0;0;1;1;0;0;1;0
95301968;1;650000;2;1;0;0;0;0;1;1;1;0;1;0
9530228E;0;630000;2;0;0;0;0;0;1;1;1;0;1;0
95310266;0;580000;3;0;1;0;0;1;0;1;0;0;0;0
95310843;0;320000;1;0;1;0;1;1;0;0;0;0;0;0
95310983;0;525000;1;0;1;1;0;1;0;0;1;0;0;0
95310991;0;525000;1;0;1;0;1;1;0;0;0;0;0;0
95311475;0;1374000;2;0;1;1;0;1;0;0;1;0;0;0
95312072;0;500000;2;0;1;0;1;1;0;0;1;0;0;0
95312234;0;664000;1;0;1;1;0;1;0;0;1;0;0;0
9531430E;0;1282000;2;0;1;0;0;1;0;1;0;0;0;0
95316299;0;420000;2;0;1;0;0;1;0;1;1;0;0;0
95322469;1;3700000;4;1;0;0;1;0;1;0;1;0;1;0
95324011;0;240000;1;0;0;0;0;0;1;1;0;0;1;0
